Fecha,Producto,Región,Ventas
2024-05-17,C,Sur,65
2024-02-19,C,Sur,160
2024-09-15,D,Sur,409
2024-04-16,A,Centro,250
2024-04-22,A,Centro,156
2024-12-15,C,Este,428
2024-09-10,C,Centro,211
2024-04-27,C,Centro,332
2024-07-16,D,Centro,318
2024-12-02,A,Este,204
2024-12-30,C,Este,122
2024-02-20,C,Oeste,246
2024-09-01,B,Oeste,292
2024-02-04,D,Oeste,135
2024-10-28,B,Oeste,336
2024-03-09,A,Sur,308
2024-12-14,B,Sur,335
2024-11-15,B,Oeste,198
2024-02-18,B,Oeste,404
2024-03-14,D,Norte,439
2024-07-10,A,Sur,465
2024-09-17,B,Norte,475
2024-12-21,D,Norte,239
2024-03-10,A,Centro,266
2024-03-30,C,Este,465
2024-09-16,B,Sur,404
2024-05-05,A,Oeste,135
2024-08-18,B,Oeste,265
2024-10-21,C,Este,472
2024-05-08,A,Sur,369
2024-10-06,D,Oeste,167
2024-11-08,A,Oeste,463
2024-04-09,D,Centro,496
2024-11-21,A,Norte,419
2024-10-23,D,Oeste,464
2024-06-30,C,Sur,136
2024-06-22,C,Este,89
2024-11-11,C,Centro,210
2024-12-29,A,Sur,240
2024-07-06,C,Centro,74
2024-02-26,B,Norte,469
2024-01-31,C,Oeste,201
2024-03-24,D,Sur,144
2024-05-31,D,Este,491
2024-02-05,D,Norte,472
2024-07-31,A,Norte,95
2024-12-29,B,Centro,187
2024-04-15,C,Norte,337
2024-12-07,B,Sur,402
2024-08-07,B,Centro,213
2024-06-11,D,Norte,461
2024-08-07,D,Este,449
2024-09-26,D,Sur,65
2024-04-29,A,Este,67
2024-12-01,B,Este,185
2024-06-30,B,Centro,296
2024-04-15,A,Oeste,297
2024-08-04,A,Centro,380
2024-07-23,A,Sur,247
2024-03-10,B,Sur,50
2024-02-13,B,Centro,239
2024-11-24,D,Oeste,430
2024-10-27,D,Centro,343
2024-08-15,B,Sur,94
2024-07-02,D,Oeste,491
2024-04-16,A,Sur,386
2024-03-24,C,Oeste,434
2024-12-03,D,Oeste,81
2024-09-06,B,Centro,441
2024-12-28,D,Centro,167
2024-01-21,D,Centro,345
2024-07-14,D,Oeste,233
2024-06-26,C,Oeste,240
2024-01-07,A,Sur,284
2024-03-10,B,Este,287
2024-05-06,C,Centro,265
2024-06-08,B,Sur,123
2024-09-04,B,Sur,160
2024-07-21,B,Norte,152
2024-05-27,C,Centro,408
2024-05-22,A,Sur,123
2024-07-17,B,Norte,469
2024-06-02,A,Centro,301
2024-05-21,A,Oeste,163
2024-11-08,D,Norte,428
2024-06-13,C,Oeste,362
2024-11-09,C,Este,379
2024-01-21,D,Este,388
2024-03-22,D,Este,287
2024-03-09,A,Este,222
2024-05-10,B,Sur,128
2024-03-27,C,Este,435
2024-08-05,B,Sur,142
2024-10-31,B,Sur,99
2024-12-10,D,Centro,334
2024-12-06,B,Sur,272
2024-06-09,A,Sur,130
2024-06-26,D,Este,315
2024-04-26,B,Sur,204
2024-07-14,D,Oeste,422
2024-11-22,A,Este,282
2024-03-26,A,Norte,448
2024-10-15,B,Este,365
2024-03-21,D,Sur,285
2024-05-31,B,Oeste,208
2024-03-01,B,Este,454
2024-03-01,D,Oeste,365
2024-12-19,B,Norte,300
2024-01-28,A,Norte,363
2024-02-12,D,Centro,474
2024-06-17,D,Centro,479
2024-03-26,D,Este,350
2024-06-25,D,Centro,429
2024-01-17,B,Oeste,331
2024-04-07,B,Centro,151
2024-07-16,A,Oeste,100
2024-04-07,C,Centro,469
2024-03-05,C,Centro,101
2024-11-25,A,Centro,258
2024-12-06,C,Sur,356
2024-01-05,A,Sur,180
2024-01-02,B,Centro,319
2024-01-22,D,Oeste,482
2024-04-21,D,Este,254
2024-02-26,B,Norte,268
2024-03-06,D,Sur,306
2024-11-25,D,Centro,234
2024-04-07,C,Norte,194
2024-05-23,B,Sur,227
2024-05-04,C,Este,63
2024-06-15,C,Oeste,295
2024-03-26,D,Centro,236
2024-03-16,D,Este,386
2024-12-09,B,Sur,308
2024-10-20,D,Centro,403
2024-02-28,D,Norte,89
2024-05-17,B,Oeste,138
2024-04-08,D,Sur,174
2024-07-10,C,Oeste,499
2024-08-30,B,Centro,467
2024-11-14,D,Este,400
2024-02-18,A,Oeste,58
2024-02-01,B,Norte,399
2024-10-03,B,Sur,133
2024-01-20,A,Norte,70
2024-06-02,D,Oeste,330
2024-03-08,D,Este,407
2024-12-31,B,Este,427
2024-08-01,B,Norte,221
2024-05-22,D,Centro,74
2024-08-19,D,Centro,442
2024-07-31,C,Este,152
2024-03-19,B,Norte,239
2024-08-01,B,Norte,285
2024-04-25,A,Norte,459
2024-04-01,C,Oeste,362
2024-09-26,D,Centro,86
2024-06-16,C,Centro,321
2024-02-27,D,Oeste,342
2024-10-10,D,Sur,381
2024-01-26,C,Oeste,201
2024-03-06,B,Norte,331
2024-09-04,D,Oeste,69
2024-09-10,C,Norte,186
2024-02-13,A,Este,408
2024-04-06,C,Norte,78
2024-02-11,A,Centro,80
2024-08-14,D,Oeste,68
2024-09-18,C,Norte,197
2024-06-15,C,Sur,332
2024-10-05,A,Este,399
2024-03-29,C,Sur,390
2024-06-26,C,Sur,349
2024-07-15,D,Sur,212
2024-11-02,C,Este,162
2024-09-23,B,Este,199
2024-09-24,A,Este,379
2024-03-14,C,Este,304
2024-01-08,A,Sur,136
2024-10-23,A,Centro,448
2024-06-12,A,Centro,399
2024-03-25,C,Este,147
2024-03-12,C,Oeste,446
2024-02-24,A,Norte,181
2024-02-16,B,Oeste,361
2024-08-25,A,Oeste,456
2024-04-13,B,Oeste,146
2024-07-28,A,Centro,147
2024-02-11,D,Norte,339
2024-11-11,A,Oeste,405
2024-09-24,A,Este,276
2024-09-19,C,Centro,194
2024-12-01,B,Este,205
2024-12-30,D,Este,319
2024-09-15,B,Oeste,211
2024-10-09,D,Este,161
2024-04-23,A,Norte,380
2024-12-28,C,Este,234
2024-02-09,C,Oeste,254
2024-08-07,B,Este,146
2024-05-08,C,Centro,426
2024-01-08,B,Centro,104
2024-04-10,B,Centro,499
2024-06-24,D,Sur,166
2024-04-16,B,Centro,142
2024-04-10,D,Centro,342
2024-09-16,C,Sur,253
2024-12-31,B,Centro,331
2024-09-02,B,Oeste,238
2024-10-01,A,Centro,372
2024-02-01,B,Centro,133
2024-05-16,B,Sur,229
2024-01-12,A,Oeste,323
2024-10-28,A,Este,230
2024-01-16,C,Norte,496
2024-05-08,B,Oeste,230
2024-03-03,C,Este,332
2024-04-18,C,Oeste,336
2024-01-21,A,Este,155
2024-06-06,D,Este,178
2024-09-25,C,Oeste,311
2024-06-10,D,Sur,60
2024-09-16,B,Oeste,211
2024-04-11,A,Oeste,496
2024-08-10,B,Este,230
2024-02-28,B,Norte,262
2024-09-03,A,Este,323
2024-05-07,B,Centro,70
2024-10-09,A,Oeste,324
2024-11-20,D,Oeste,309
2024-01-25,B,Sur,382
2024-05-10,A,Este,165
2024-12-18,C,Sur,462
2024-07-14,B,Oeste,74
2024-10-07,D,Este,489
2024-06-02,A,Este,382
2024-05-12,B,Centro,303
2024-08-14,B,Centro,496
2024-07-07,B,Norte,460
2024-09-21,D,Centro,493
2024-05-13,A,Este,260
2024-07-29,C,Centro,354
2024-02-29,C,Norte,370
2024-12-29,C,Oeste,471
2024-12-29,A,Centro,388
2024-07-31,C,Este,485
2024-08-03,D,Oeste,306
2024-08-13,A,Este,217
2024-05-10,B,Oeste,386
2024-03-16,D,Este,70
2024-10-12,B,Centro,135
2024-10-03,C,Centro,64
2024-06-04,D,Norte,99
2024-09-04,A,Oeste,353
2024-08-05,D,Norte,465
2024-07-08,B,Sur,354
2024-06-11,A,Centro,245
2024-06-28,D,Oeste,413
2024-02-03,D,Norte,350
2024-02-10,D,Norte,337
2024-11-02,D,Sur,437
2024-12-03,A,Norte,294
2024-11-09,B,Este,498
2024-03-15,D,Centro,402
2024-10-05,A,Norte,250
2024-06-24,B,Norte,242
2024-05-29,D,Sur,385
2024-09-29,B,Este,195
2024-11-20,B,Norte,359
2024-04-17,A,Centro,176
2024-05-18,B,Centro,224
2024-12-15,A,Norte,183
2024-09-27,D,Este,115
2024-12-12,B,Centro,442
2024-10-15,B,Centro,414
2024-07-30,C,Este,328
2024-09-28,D,Este,295
2024-03-06,D,Norte,412
2024-09-04,C,Oeste,286
2024-06-04,C,Sur,220
2024-02-16,A,Oeste,100
2024-07-19,A,Oeste,377
2024-05-27,B,Centro,408
2024-05-03,B,Este,202
2024-01-01,B,Centro,129
2024-09-03,B,Sur,468
2024-12-08,A,Norte,194
2024-05-07,D,Sur,323
2024-07-09,B,Centro,204
2024-03-07,D,Centro,448
2024-01-04,B,Centro,386
2024-10-29,C,Centro,412
2024-10-20,B,Oeste,374
2024-05-22,B,Norte,385
2024-07-09,B,Oeste,192
2024-01-21,A,Centro,347
2024-08-14,C,Este,83
2024-11-08,B,Oeste,353
2024-04-26,B,Centro,441
2024-10-28,D,Centro,288
2024-05-21,C,Norte,187
2024-02-08,B,Sur,303
2024-12-20,D,Oeste,54
2024-09-08,D,Oeste,421
2024-11-28,A,Oeste,225
2024-07-25,D,Centro,422
2024-07-28,B,Norte,459
2024-04-24,A,Centro,263
2024-08-12,A,Centro,413
2024-05-13,B,Este,72
2024-09-07,C,Norte,367
2024-08-06,D,Oeste,62
2024-03-31,A,Sur,442
2024-12-19,C,Oeste,290
2024-02-15,B,Centro,325
2024-02-07,D,Norte,141
2024-05-21,D,Norte,157
2024-04-09,A,Norte,490
2024-11-23,D,Este,278
2024-07-08,D,Oeste,201
2024-02-04,D,Este,157
2024-05-26,D,Sur,338
2024-01-30,B,Centro,453
2024-11-29,C,Este,493
2024-03-24,B,Este,225
2024-10-07,B,Centro,369
2024-12-09,A,Norte,335
2024-09-26,D,Centro,413
2024-06-02,B,Oeste,378
2024-04-11,D,Centro,414
2024-08-02,B,Norte,290
2024-05-29,B,Centro,194
2024-03-23,A,Este,405
2024-04-19,C,Sur,63
2024-10-01,C,Este,324
2024-07-19,B,Sur,120
2024-10-10,A,Centro,364
2024-06-21,D,Oeste,244
2024-11-22,D,Centro,402
2024-07-24,B,Norte,349
2024-03-03,C,Centro,465
2024-03-13,A,Sur,416
2024-09-07,C,Este,60
2024-05-03,D,Oeste,155
2024-04-30,C,Centro,307
2024-10-01,D,Centro,430
2024-04-29,A,Este,245
2024-11-12,A,Oeste,194
2024-06-12,B,Centro,269
2024-10-12,B,Centro,399
2024-09-21,C,Sur,473
2024-11-15,A,Sur,223
2024-06-09,A,Norte,265
2024-11-03,B,Este,142
2024-03-29,D,Oeste,309
2024-05-21,C,Centro,471
2024-07-21,C,Centro,112
2024-11-04,B,Norte,78
2024-08-14,A,Centro,324
2024-11-29,B,Este,396
2024-08-09,B,Norte,334
2024-02-10,B,Este,468
2024-07-14,B,Norte,421
2024-03-08,D,Centro,119
2024-09-20,D,Norte,428
2024-01-02,A,Sur,328
2024-12-26,B,Oeste,280
2024-05-04,D,Centro,351
2024-04-19,A,Oeste,304
2024-03-26,B,Centro,221
2024-04-29,C,Oeste,481
2024-05-06,D,Sur,229
2024-09-11,A,Oeste,313
2024-07-01,C,Norte,232
2024-01-16,B,Oeste,371
2024-03-02,B,Centro,254
2024-06-06,B,Este,473
2024-09-24,D,Oeste,298
2024-02-04,A,Oeste,262
2024-09-23,C,Oeste,208
2024-03-04,A,Centro,481
2024-02-19,D,Oeste,149
2024-09-11,A,Centro,366
2024-05-28,D,Centro,161
2024-11-20,B,Este,357
2024-10-30,C,Norte,215
2024-10-02,B,Centro,85
2024-12-22,A,Sur,161
2024-06-20,B,Oeste,136
2024-07-19,C,Sur,232
2024-11-19,B,Oeste,134
2024-02-04,C,Este,318
2024-08-03,C,Centro,214
2024-03-05,B,Norte,352
2024-01-08,D,Centro,139
2024-10-27,A,Oeste,287
2024-12-08,D,Norte,71
2024-11-27,D,Centro,216
2024-03-16,B,Norte,264
2024-06-22,A,Oeste,107
2024-02-16,A,Este,79
2024-01-15,D,Este,451
2024-12-26,B,Centro,155
2024-05-26,A,Sur,451
2024-01-26,D,Oeste,379
2024-11-03,A,Centro,216
2024-04-02,B,Centro,399
2024-08-19,B,Este,203
2024-01-21,B,Norte,376
2024-11-02,A,Oeste,56
2024-02-07,C,Norte,246
2024-10-02,A,Oeste,370
2024-06-05,C,Sur,95
2024-06-27,B,Este,67
2024-05-11,D,Sur,446
2024-11-06,C,Centro,202
2024-12-13,B,Este,313
2024-01-28,B,Centro,123
2024-09-16,C,Sur,465
2024-03-16,D,Oeste,194
2024-03-07,B,Centro,151
2024-12-07,C,Norte,384
2024-07-12,D,Oeste,384
2024-06-10,D,Oeste,170
2024-12-12,B,Sur,225
2024-12-26,A,Sur,112
2024-09-13,A,Este,345
2024-03-12,B,Este,133
2024-03-27,D,Norte,64
2024-09-18,B,Oeste,404
2024-08-01,C,Norte,183
2024-06-01,A,Norte,170
2024-07-28,C,Sur,368
2024-03-01,B,Norte,441
2024-09-24,B,Norte,177
2024-09-18,D,Centro,417
2024-08-05,D,Este,416
2024-10-09,D,Este,337
2024-05-15,C,Oeste,350
2024-12-27,D,Este,427
2024-04-02,B,Oeste,229
2024-04-18,D,Centro,131
2024-08-28,A,Este,62
2024-12-20,D,Centro,73
2024-05-21,C,Este,217
2024-10-17,A,Este,319
2024-08-24,A,Centro,119
2024-12-05,A,Norte,367
2024-11-07,C,Norte,425
2024-06-25,B,Norte,138
2024-05-20,D,Norte,238
2024-07-07,A,Este,306
2024-02-18,A,Sur,266
2024-10-28,A,Centro,499
2024-07-08,B,Sur,431
2024-05-15,B,Sur,81
2024-02-12,C,Oeste,190
2024-12-18,B,Norte,210
2024-03-30,D,Este,81
2024-10-21,C,Norte,361
2024-12-06,C,Norte,201
2024-09-01,D,Sur,396
2024-07-10,D,Oeste,309
2024-11-13,D,Norte,265
2024-04-15,C,Centro,328
2024-12-28,C,Centro,334
2024-11-05,C,Norte,147
2024-08-20,D,Sur,454
2024-09-21,D,Sur,79
2024-12-09,A,Este,139
2024-02-06,B,Oeste,197
2024-10-31,A,Sur,193
2024-02-10,D,Este,116
2024-01-17,C,Centro,482
2024-12-09,D,Centro,406
2024-10-03,B,Centro,107
2024-11-02,A,Norte,477
2024-02-28,A,Oeste,330
2024-07-01,C,Este,328
2024-02-10,A,Oeste,285
2024-02-08,A,Norte,492
2024-07-10,D,Este,434
2024-09-23,A,Este,402
2024-05-26,A,Sur,448
2024-11-28,A,Oeste,177
2024-05-06,C,Oeste,386
2024-02-15,C,Sur,258
2024-02-14,D,Centro,485
2024-01-01,A,Norte,235
2024-06-16,C,Oeste,218
2024-04-17,C,Sur,221
2024-01-19,D,Este,309
2024-11-27,B,Sur,254
2024-03-12,A,Centro,184
2024-04-18,C,Norte,95
2024-09-24,D,Centro,58
2024-08-27,D,Este,210
2024-10-27,D,Este,338
2024-03-30,C,Este,389
2024-04-12,A,Este,437
2024-09-06,B,Sur,370
2024-01-08,A,Este,155
2024-06-01,D,Este,339
2024-12-12,D,Sur,390
2024-06-22,B,Este,137
2024-12-08,A,Centro,241
2024-06-06,D,Centro,202
2024-08-02,D,Oeste,360
2024-06-25,A,Centro,186
2024-06-23,D,Norte,322
2024-12-05,A,Norte,198
2024-12-03,D,Norte,237
2024-05-25,A,Sur,190
2024-11-19,B,Centro,180
2024-06-09,D,Norte,53
2024-05-06,B,Oeste,312
2024-03-22,D,Sur,75
2024-05-26,D,Oeste,73
2024-08-26,C,Centro,315
2024-03-24,A,Este,278
2024-04-22,B,Oeste,318
2024-08-12,B,Este,174
2024-11-27,B,Sur,221
2024-08-30,A,Oeste,283
2024-05-22,C,Oeste,344
2024-02-10,B,Sur,452
2024-09-14,A,Sur,484
2024-10-11,D,Norte,324
2024-04-14,B,Centro,125
2024-07-20,B,Oeste,357
2024-11-02,C,Oeste,263
2024-11-26,B,Sur,480
2024-09-22,B,Sur,425
2024-07-28,D,Centro,207
2024-02-20,A,Sur,351
2024-04-27,A,Este,253
2024-07-19,C,Este,198
2024-02-08,D,Este,124
2024-01-28,A,Este,429
2024-09-15,D,Centro,278
2024-03-24,A,Oeste,353
2024-06-03,D,Este,111
2024-04-26,C,Sur,107
2024-01-02,B,Este,323
2024-04-02,C,Centro,157
2024-06-14,A,Sur,236
2024-12-15,C,Este,278
2024-10-22,B,Oeste,97
2024-09-14,C,Sur,368
2024-03-21,A,Sur,317
2024-09-24,A,Oeste,264
2024-08-22,C,Sur,339
2024-11-16,B,Este,303
2024-11-06,C,Sur,494
2024-10-27,B,Este,407
2024-12-22,D,Oeste,136
2024-07-31,B,Norte,230
2024-03-02,D,Oeste,74
2024-02-18,C,Este,495
2024-05-06,B,Centro,437
2024-08-10,D,Oeste,271
2024-10-05,D,Centro,446
2024-10-20,D,Centro,475
2024-10-10,A,Este,98
2024-10-03,C,Este,383
2024-04-16,D,Norte,489
2024-05-25,B,Sur,224
2024-04-08,D,Oeste,441
2024-03-13,A,Este,360
2024-05-01,C,Oeste,323
2024-01-30,A,Centro,84
2024-07-06,A,Sur,266
2024-12-29,A,Norte,258
2024-12-19,B,Oeste,209
2024-10-14,C,Sur,457
2024-07-13,C,Norte,56
2024-06-04,B,Oeste,318
2024-06-20,C,Sur,175
2024-11-30,A,Este,417
2024-02-10,C,Oeste,374
2024-03-03,B,Sur,405
2024-01-23,A,Norte,139
2024-12-25,B,Sur,91
2024-03-15,D,Este,414
2024-02-17,A,Oeste,208
2024-06-08,A,Oeste,251
2024-11-08,C,Oeste,415
2024-04-27,A,Este,331
2024-04-09,B,Norte,381
2024-06-15,C,Oeste,337
2024-10-16,D,Norte,140
2024-06-04,B,Sur,174
2024-01-07,D,Norte,175
2024-07-14,D,Norte,101
2024-02-25,D,Oeste,453
2024-11-16,A,Centro,152
2024-07-11,B,Centro,410
2024-02-16,B,Este,473
2024-05-27,A,Este,236
2024-10-01,C,Centro,254
2024-06-05,D,Sur,63
2024-07-20,B,Oeste,477
2024-05-05,A,Oeste,153
2024-10-31,D,Sur,166
2024-10-20,C,Sur,353
2024-03-04,C,Centro,142
2024-11-20,D,Este,476
2024-06-24,C,Sur,193
2024-04-25,B,Este,159
2024-07-22,B,Norte,212
2024-11-16,B,Oeste,102
2024-01-31,C,Centro,467
2024-04-22,B,Oeste,52
2024-12-30,A,Centro,117
2024-11-20,B,Norte,295
2024-12-09,B,Oeste,438
2024-03-07,C,Norte,187
2024-03-15,B,Centro,357
2024-02-14,D,Sur,462
2024-09-16,A,Oeste,401
2024-06-02,C,Norte,336
2024-06-03,A,Oeste,115
2024-12-28,D,Oeste,396
2024-08-21,C,Oeste,374
2024-02-20,C,Este,470
2024-11-01,B,Norte,204
2024-09-18,A,Norte,136
2024-11-10,D,Oeste,82
2024-05-04,D,Sur,117
2024-09-01,C,Oeste,236
2024-01-30,B,Este,241
2024-05-01,C,Centro,262
2024-05-04,C,Este,137
2024-02-06,C,Sur,477
2024-06-18,C,Oeste,400
2024-05-03,D,Norte,157
2024-12-22,D,Oeste,289
2024-02-04,C,Sur,265
2024-03-27,C,Norte,226
2024-05-13,B,Este,102
2024-07-14,C,Centro,379
2024-09-30,D,Centro,98
2024-07-19,A,Oeste,418
2024-10-11,D,Este,163
2024-03-17,B,Sur,499
2024-02-28,D,Centro,144
2024-05-05,A,Este,496
2024-04-18,C,Oeste,74
2024-08-11,A,Norte,181
2024-10-04,C,Oeste,228
2024-03-08,C,Oeste,444
2024-03-09,D,Este,194
2024-06-13,D,Centro,413
2024-10-31,D,Este,499
2024-06-10,B,Norte,247
2024-12-30,D,Este,374
2024-12-07,B,Sur,133
2024-11-04,D,Oeste,206
2024-12-08,C,Centro,134
2024-02-11,B,Norte,302
2024-12-19,A,Oeste,424
2024-04-18,B,Este,121
2024-02-20,B,Sur,272
2024-09-06,A,Este,325
2024-12-06,B,Oeste,332
2024-01-21,C,Norte,313
2024-10-26,D,Centro,295
2024-05-18,A,Oeste,390
2024-12-24,D,Norte,110
2024-11-19,C,Oeste,461
2024-04-01,A,Sur,308
2024-10-06,D,Este,56
2024-05-04,D,Centro,237
2024-04-20,C,Norte,53
2024-12-19,D,Centro,280
2024-05-18,C,Centro,182
2024-09-29,B,Centro,444
2024-04-08,C,Norte,174
2024-09-08,B,Norte,64
2024-12-03,A,Centro,497
2024-04-13,D,Este,62
2024-08-01,C,Oeste,167
2024-09-05,C,Centro,289
2024-05-31,D,Sur,312
2024-09-06,D,Centro,409
2024-10-01,A,Norte,55
2024-06-13,A,Oeste,489
2024-12-06,C,Sur,369
2024-01-08,A,Oeste,280
2024-10-10,B,Oeste,483
2024-01-05,A,Sur,79
2024-05-24,A,Centro,71
2024-04-10,C,Centro,458
2024-06-12,B,Centro,205
2024-05-26,A,Este,167
2024-03-04,B,Centro,389
2024-03-31,B,Sur,472
2024-04-26,B,Este,438
2024-12-19,D,Centro,242
2024-09-23,D,Este,448
2024-11-05,D,Sur,395
2024-06-21,D,Centro,244
2024-02-16,C,Norte,217
2024-05-19,A,Sur,426
2024-09-02,D,Oeste,288
2024-05-28,C,Oeste,411
2024-09-02,A,Sur,293
2024-01-05,D,Oeste,118
2024-07-02,A,Sur,144
2024-01-20,D,Norte,126
2024-02-15,C,Sur,220
2024-01-12,B,Centro,50
2024-03-10,B,Centro,455
2024-01-17,A,Este,111
2024-05-26,C,Oeste,256
2024-06-02,B,Oeste,203
2024-10-30,D,Sur,323
2024-04-17,B,Oeste,97
2024-08-23,A,Centro,186
2024-11-03,A,Norte,50
2024-12-17,C,Sur,284
2024-03-10,A,Oeste,442
2024-07-01,B,Centro,305
2024-09-06,B,Este,456
2024-08-15,B,Oeste,156
2024-04-11,B,Norte,222
2024-03-15,C,Norte,179
2024-08-03,D,Oeste,447
2024-07-21,D,Oeste,343
2024-07-10,C,Centro,89
2024-09-05,A,Oeste,496
2024-08-29,D,Este,387
2024-06-27,A,Centro,65
2024-08-06,D,Sur,176
2024-03-22,A,Este,422
2024-04-01,C,Centro,398
2024-06-23,B,Centro,252
2024-08-26,A,Norte,183
2024-09-16,B,Centro,308
2024-12-30,A,Este,63
2024-06-11,A,Oeste,115
2024-02-17,A,Este,400
2024-11-24,A,Sur,391
2024-11-23,A,Centro,244
2024-04-25,B,Centro,163
2024-12-02,A,Centro,208
2024-12-02,B,Centro,210
2024-08-12,C,Norte,303
2024-12-17,D,Norte,434
2024-11-23,A,Oeste,477
2024-05-26,D,Centro,64
2024-03-03,B,Sur,86
2024-10-20,C,Oeste,204
2024-11-18,C,Centro,481
2024-11-20,C,Norte,76
2024-01-13,D,Sur,61
2024-07-07,B,Oeste,116
2024-10-13,A,Sur,79
2024-07-26,A,Centro,145
2024-04-23,B,Este,264
2024-01-22,D,Sur,243
2024-12-14,A,Sur,184
2024-08-01,B,Norte,339
2024-06-19,A,Centro,81
2024-11-18,C,Sur,422
2024-02-23,A,Centro,88
2024-10-24,D,Norte,401
2024-11-15,B,Centro,476
2024-05-05,D,Norte,476
2024-10-03,B,Norte,255
2024-07-22,C,Oeste,436
2024-07-12,B,Centro,479
2024-06-17,A,Este,465
2024-05-31,A,Oeste,92
2024-02-04,C,Norte,386
2024-07-02,B,Este,308
2024-10-12,C,Sur,298
2024-02-26,A,Sur,123
2024-08-09,D,Oeste,422
2024-10-29,C,Este,368
2024-06-11,D,Centro,416
2024-01-19,D,Este,345
2024-09-20,B,Oeste,323
2024-10-08,C,Centro,372
2024-04-22,D,Centro,408
2024-11-22,D,Sur,239
2024-01-30,B,Este,187
2024-05-14,B,Centro,485
2024-03-07,A,Oeste,351
2024-03-05,D,Sur,360
2024-10-18,A,Centro,479
2024-01-25,D,Este,380
2024-02-06,A,Sur,493
2024-01-01,B,Este,402
2024-02-06,C,Este,331
2024-05-20,B,Este,460
2024-08-19,A,Sur,215
2024-05-15,A,Centro,327
2024-07-06,C,Norte,75
2024-05-07,D,Centro,468
2024-07-19,A,Sur,499
2024-05-06,A,Norte,122
2024-09-13,A,Norte,164
2024-06-12,C,Norte,100
2024-02-04,B,Oeste,418
2024-07-12,A,Sur,451
2024-07-09,C,Oeste,220
2024-04-13,A,Norte,317
2024-01-23,D,Oeste,52
2024-09-21,C,Oeste,259
2024-10-16,A,Sur,425
2024-09-16,C,Este,440
2024-12-23,A,Oeste,439
2024-03-15,B,Oeste,387
2024-12-20,A,Norte,350
2024-03-12,C,Norte,432
2024-09-15,D,Norte,391
2024-07-06,D,Centro,164
2024-06-21,D,Oeste,216
2024-10-16,A,Norte,484
2024-02-14,B,Sur,314
2024-03-01,A,Centro,276
2024-03-23,D,Este,200
2024-05-02,C,Oeste,317
2024-12-23,D,Oeste,165
2024-01-16,C,Sur,137
2024-03-06,B,Este,367
2024-05-24,C,Este,291
2024-06-10,A,Centro,409
2024-08-21,A,Oeste,378
2024-05-23,A,Norte,382
2024-12-23,C,Sur,89
2024-07-06,A,Sur,231
2024-11-17,A,Sur,258
2024-01-13,A,Sur,440
2024-07-02,B,Norte,322
2024-04-20,C,Norte,168
2024-10-16,C,Centro,431
2024-10-21,D,Oeste,483
2024-08-02,C,Norte,73
2024-04-29,B,Centro,307
2024-02-24,C,Este,141
2024-01-27,B,Oeste,210
2024-04-27,B,Norte,198
2024-08-08,C,Este,166
2024-08-18,D,Centro,102
2024-02-22,A,Norte,351
2024-10-21,A,Norte,94
2024-11-16,C,Este,314
2024-08-20,C,Norte,311
2024-06-06,B,Sur,356
2024-09-25,C,Norte,283
2024-01-21,B,Oeste,424
2024-02-22,D,Este,84
2024-10-01,C,Oeste,387
2024-11-08,A,Centro,486
2024-10-07,A,Oeste,452
2024-08-01,C,Sur,246
2024-01-31,B,Sur,74
2024-12-02,A,Oeste,444
2024-07-01,B,Centro,251
2024-01-23,C,Norte,322
2024-02-01,C,Sur,85
2024-03-14,A,Oeste,272
2024-01-10,C,Oeste,401
2024-02-23,D,Oeste,326
2024-02-21,D,Norte,67
2024-05-27,A,Este,237
2024-06-08,D,Centro,451
2024-01-14,B,Este,306
2024-06-26,A,Centro,191
2024-12-31,A,Centro,185
2024-02-22,B,Oeste,499
2024-11-30,D,Sur,356
2024-01-22,D,Oeste,128
2024-01-30,D,Norte,493
2024-07-09,A,Centro,467
2024-09-16,A,Sur,341
2024-07-23,D,Centro,111
2024-02-28,C,Centro,178
2024-09-20,D,Oeste,390
2024-01-12,B,Sur,347
2024-04-28,A,Sur,306
2024-10-16,B,Centro,261
2024-12-03,B,Sur,103
2024-09-04,A,Sur,224
2024-12-19,C,Oeste,149
2024-05-06,D,Este,88
2024-03-15,B,Norte,463
2024-12-26,A,Este,312
2024-07-22,B,Sur,199
2024-02-18,D,Centro,170
2024-03-19,C,Norte,227
2024-08-28,C,Norte,350
2024-12-14,C,Centro,379
2024-06-02,A,Norte,169
2024-09-30,A,Centro,121
2024-04-05,C,Norte,268
2024-08-01,D,Este,443
2024-10-20,D,Norte,447
2024-07-27,A,Oeste,351
2024-12-08,C,Centro,172
2024-03-28,D,Norte,293
2024-11-01,D,Centro,423
2024-09-20,D,Oeste,124
2024-11-20,A,Norte,55
2024-11-15,C,Norte,70
2024-06-05,B,Oeste,239
2024-06-04,C,Oeste,274
2024-05-18,C,Oeste,452
2024-04-30,A,Centro,152
2024-03-05,D,Oeste,393
2024-04-16,D,Centro,148
2024-05-26,A,Este,367
2024-05-16,A,Norte,412
2024-06-10,A,Norte,132
2024-04-09,A,Sur,230
2024-12-03,A,Este,201
2024-11-02,B,Oeste,105
2024-05-20,C,Oeste,239
2024-03-23,C,Este,467
2024-06-25,C,Oeste,71
2024-07-16,D,Sur,117
2024-04-21,B,Centro,234
2024-02-25,C,Norte,59
2024-06-27,D,Este,115
2024-07-04,B,Norte,313
2024-08-05,B,Centro,274
2024-11-11,D,Este,172
2024-08-04,B,Centro,87
